PERSON_ID,MAJOR_PERSON,SPECILTY
5416,【工商管理】,能熟练操作办公室电脑软件，持有A2牌驾驶证，持有保险公估师、保险代理人资格证，二手车评估师资格证。
5417,财务管理,"    学习了新会计法的基本知识，掌握了会计的基本处理流程，取得了会计从业资格****公司的全盘账，特别是往来账的处理,懂得报税的基本流程；能熟练操作office办公软件及财务软件；懂得国家财经法规和税收政策。"
5418,计算机科学与技术,对计算机软硬件故障能准确判断并解决故障，能独立完成大中小型网络的布置调试、cisco路由器、交换机vlan的划分和ACL访问控制列表的配置安装和维护；能个人独立完成WIN Active Directory（域服务）、VPN（虚拟专用网络）的建立和维护；对WEB服务器及其IIS的安装建立和调试及安全策略布置具有丰富的经验；
5419,国际经济与贸易,具有扎实的国际经济贸易专业基础知识、熟悉进出口贸易作业流程，能够熟练运用所学知识在****公司从事外贸业务，国际采购及金融等相关工作。
5420,【电子科学与技术】,我毕业于茂名学院电子信息科学与技术专业。能熟练运用protel 软件进行pcb电路图绘制，懂Ｃ语言和单片机编程。能熟练地焊电路板和掌握了丰富的电路板维修经验，能熟练运用万用表，示波器，频普仪等仪器地对产品进行维修和测试，能手工抄复杂的电路板。能看懂电路图和电气图纸，精通电脑。
5421,平面设计,熟练掌握photoshop、coreldraw、illustrator等设计软件，有较强的手绘功底。
5422,英语,良好的读写能力，深厚的翻译功底
5423,【其他专业】, 行政管理
5424,英语,"*成绩优异，特别是专业成绩，获英语证Pitman 和英国伦敦工商总会考试局LCCIEB证书。曾多次获奖学金,有文字功底，有接待外国人和访问外国人的经验。熟悉办公软件，五笔打字快，有计算机国家一级证和CEAC办公软件应用专家证；有驾照 *有外贸跟单工作经验"
5425,电子信息科学与技术,本人从事近三年的电子产品的维修经验及良好的服务理念。
5426,汽车工程,   1、持有B照，驾龄7年，能够熟练驾驶各种通用车辆，单独完成种车辆保障任务，安全行驶超过****万公里，能处理日常的车辆故障，具有一定的车辆维修技术。2、经过专业学习训练，持有电工初级资格证书，长期参加西北五省军用机场灯光改造工程，有一定的电工基础和施工经验。3、担任过连队文书，电脑操作熟练，熟悉WORD/EXCELL等日常办公软件，打字速度在****字/分左右。
5427,会计电算化,会计，ERP软件应用
5428,会计学,1、熟练使用金碟K3、用友U8ERP等财务软件， Word、Excel等办公软件。2、熟练会计报表月末及年终处理、熟悉相关会计法规及税法。3、能够独立进行企业全套帐务处理。4、拥有证书：大学毕业证书、会计证、会计电算化证、初/中级会计师证。
5429,建筑环境与设备工程,"工程测量,电工电子技术,工程力学, 工程制图，建筑给水排水工程, 消防工程技术，空调制冷技术,, 计算机绘图，建筑设备工程施工技术，建筑电气与施工技术，建筑电气设计，空调工程，空调系统设计，电梯技术，安装工程概论预算英语二级  CAD绘图中级证  测量中级证  电工上岗证"
5430,【法学】,知识结构比较全面： 1.有比较系统的企业管理受训经历，具备一定的职业经理人素养； 2.工作经验方面，有企业架构组织，规章制度建设落实，全面人事行政管理的操作经验； 3.在企业文化建设方面有好的认识和操作经验； 4.有专职策划的经历，熟悉常规的策划手法和销售市场的运作。
5431,城市规划与设计,"一次通过英语六级，一次通过计算机二级，有较强的英语听说读写能力，能够熟练地使用Map GIS,Corel Draw、Auto CAD、photoshop、office等应用软件，可胜任市场营销策划、土地管理、房地产开发管理策划、环境保护等相关工作"
5432,国际经济与贸易,熟悉业务与跟单工作。能够熟练操作ERP系统，熟练运用OFFICE办公软件。经过几年的工作磨练，具备了一定的销售、组织、管理能力，善于沟通和协调团队的运作。能对市场进行深入的调查分析，及时掌握市场的供需行情和同行业产品的优缺点，具有敏锐的洞察力。诚实、敬业、强烈的工作责任感。可以快速适应新的工作环境、适应经常出差，具备良好的团队合作精神。
5433,机械制造及其自动化,熟练操作计算机各类办公软件。熟知ISO****:****及****.SA****.RoHS体系等（持内审员资格证)熟悉各种安规及各类产品之可靠性测试与维护.熟练运用相关品质专业知识(SPC/FMEA/QC七大手法/QCC/CPK等)
5434,国际经济与贸易,有一年半的外贸业务经验，能独立开发客户，能跟客户自由沟通。
5435,【化学】, 在校期间，我学习了有机化学，无机化学，分析化学，化工原理等等一系列专业课程。对于一般的化学专业工作完全可以胜任
5436,环境工程,环境工程专业涉及的面的很广，专业包括水处理，废气治理，固体废弃物处理与处置，燥声控制等。水处理涉及污水管道设计，泵与风机原理，消防安全布置，居民区宅内管道布设，屋外管网分布情况，废水的治理等。废气治理涉及到空气中固体颗粒浓度的测量，风向，厂与四周居民区的布置，污染物的治理。固体废弃物涉及到垃圾添埋，添埋场的设计；垃圾焚烧，焚烧场的设计；固体废弃物中有很多可以回收的资源，像金属，塑料，纸等，像一些发达的城市固体废弃物中有机物含量很高，可以采用厌氧发酵法处理。像这些要用到的设备有垃圾分选与筛选设备，发酵池。
5437,英语,    擅长英语口语交流，写作等。
5438,通信工程,学习掌握了数电、模电等专业知识
5439,冶金工程,6年IE&PE工作经验
5440,社会工作,熟练使用office办公软件.
5441,【其他专业】,1.能熟练操作Excel Word等办公软件和ERP系统。2.了解PMC整体运作流程，熟悉生产计划、仓库管理及运作流程。3.沟通协调能力较强，能承受一定的工作压力。4.有较强的时间观、数字观。适应能力强，能很快的进入工作角色。5.具有较强的团体意思。
5442,体育教育训练学,能承担体育教学和运动训练任务，熟悉各类比赛的组织和裁判工作。 能承担班级管理和政教管理，协调各类校园活动。 熟悉职业类学校的管理流程和运作模式；职业教育的就业安置工作。熟悉工厂人事招聘、面试和录取等相关流程。熟悉工厂车间管理流程。具备丰富的团队组建和管理经验。具备跟各类客户交流、沟通、协调合作关系的能力。
5443,教育学,"1.精通行政人事管理各模块工作; 2.熟悉ISO****:****管理体系,有内审工作经验,对企业内部现场5S管理有深刻认识; 3.熟悉各项验厂管理要求;"
5444,会计学,有会计证，中级电算化证，在校实习过网上报税。
5445,计算机应用技术,1、精通C/C++语言，能够独立的进行C/C++的应用开发2、精通TCP/IP协议、windows C及socket网络开发3、精通认证系统安全及密码安全协议算法4、熟悉Linux C编程及Socket多线程开，Windows API编程5、熟悉SQL Server ****数据库及MFC、VC++6.0
5446,计算机科学与技术,5年销售团队管理经验，有销售实战经验，有良好的销售业绩，精通销售理念与方法。
5447,道路与铁道工程,工程各种测量仪器都会使用，CAD，Word等办公软件熟悉
5448,会计学,能独立处理一般纳税人和小规模纳税人的帐务及正确报税。
5449,宪法学与行政法学,****年通过国家司法考试驾驶执照C照
5450,英语,"善于利用英语语言交流,熟悉OFFICE办公软件。"
5451,【工商管理】,信息收集、整理、分析能力强，擅长开拓市场、人际关系沟通
5452,教育技术学,对OFFICE系列软件熟练运用，对PHOTOSHOP、COREDRAW、dreamweaver摄影摄像等多媒体软件熟练掌握。
5453,模具设计,1.主要负责生产线机台设备的调试（超声波，热融机）熟悉各种品牌机器的特点，指导生产线对设备进行保养。2.对生产异常的处理，及时的发现问题解决问题，排除生产过程问题。维护生产正常作业与品质沟通确保生产稳定，按时出货。4.对工装夹制具的制作及验收。5.持续对技术进行改进，提产效率和产品质量，降低设备运转成本。6.对员工进行技能培训，教导和监督生产部管理员及员工按规范操作
5454,机械制造及其自动化,实 践 经 历:本科期间参加湖南省机械创新大赛；硕士期间参加全国大学生数学建模竞赛，并利用MATLAB编程软件编写多个工程应用性软件。
5455,【机械工程】,本人学习的使机械工程及自动化，课程有：机械原理，机械设计，工程力学，工业产品成型制造，模具设计，c语言程序设计，数控技术，电子技术。本人基本掌握了机械类的相关知识，理解机械的大体轮廓，成绩优异，熟悉CAd，3维软件Pro/e等。并参与了金工实习与电子实习，设计过二级圆柱齿轮的减速箱与数控2维机床的设计，****计时器的设计
5456,纺织工程,了解纺织服装第三方检测机构检测流程，熟悉纺织服装生产工艺，计算机操作熟练。
5457,会计学,熟练操作电脑    持有会计从业资格证
5458,国际贸易学,熟悉外贸流程。能够独立开发海外客户。
5459,应用数学,1、9年销售经验，对销售渠道，客户建立及拓展，销售管理极为熟悉。多年的销售经验给我更好的执行力，管理能力，团队协作能力和表达能力。2、具备英文谈判的能力，能独立与国外客户进行商务谈判。3、具备独立开拓市场的能力，发掘新客户，开拓市场。4、具备自我学习的能力，了解电子，照明，部分五金，注塑产品，生产工艺，开发流程，熟悉相关产品认证。5、具备抗压的能力，能在压力下工作，并管理多个项目。6、丰富的外部供应链经验，熟悉深圳各港口/口岸，监管仓。7、良好的职业操守，善于沟通不断总结，建立良好的团队精神。8、脚踏实地工作，认真处理好每个小问题。9、能熟练运用办公软件。****、经验及人脉。能够协调外部丰富资源，更快速推进项目进程。****、擅长演讲和培训。
5460,计算机科学与技术,"具有一年以上IT工作经验。 熟悉主流网络技术，熟悉CISCO华为、迈科等网络设备的配置管理。熟练Windows, Linux操作系统各种服务器的搭建及其配置和管理对网络安全有深入研究，具备独立分析、快速排除网络故障的能力。 精通TCP/IP协议和VPN技术。 熟悉SQL Server****、 Access****、ISA Server****、Exchange Server****管理、维护和备份。 熟悉Visual Basic语言程序设计、Delphi程序设计、C语言设计、网页制作（Dreamweaver、Flash、Fireworks）、 Authorware、、3DSmax、AutoCAD、Photoshop，了解 PHP、MySQL 等。 熟悉互联网的应用，电子商务应用，网络营销,能够有效利用互联网资源。 熟悉国内外知名计算机软、硬件产品、网络产品，外设、布线工程、服务器及存储产品，有提供完整项目解决方案的能力。 具备良好的沟通能力和资源协调能力，以及对新技术的学习能力。"
5461,国际贸易学,"1.有六年多外贸工作经验, 熟悉产品出口业务流程以及提单,信用证,发票等相关单证操作。2.掌握了电话销售及网络销售的一些技巧，能熟练操作B2B平台(Alibaba , globalsoruces, HKTDC)和利用各种搜索引擎搜索目标客户资料。3.能熟练运用WORD、EXCEL、POWERPOINT等办公软件；4.通过大学英语六级考试,有较强的英语听、说、读、写能力, 并在工作中不断提升自己与外宾交往及商务谈判的技能； 5. 有丰富的项目管理经验。 "
5462,会计学,1 熟悉会计核算业务及国家税收法规2 熟练运用WINDOWS ****系统OFFICE办公软件
5463,财务管理,对专业有着浓厚的兴趣，对数据敏感，有系统的理论知识和实践经验。能够独立处理一般纳税人全盘账务，熟悉国地税办事流程，能熟练运用用友、速达等财务软件。
5464,电子商务,"本人自****年9月-****年6月就读于四川师范大学经济管理系电子商务专业，于****年6月顺利获得学士学位；在校成绩优异,获得过学院一等奖学金;具有良好的计算机应用水平,取得了国家计算机二级证书;利用课余时间学习了会计相关知识,并取得了会计证与会计电算化证书;经过一年的工作磨练,我已经从一个刚出校门的大学生逐渐转变成了一名思想成熟的职业女性,具有良好的团队合作精神,待人真诚,对工作积极\认真\负责."
5465,应用数学,数学与应用数学，对数学有关的工作效率高。
5466,思想政治教育,小提琴演奏（六级）
5467,计算机应用技术,能熟练办公自动化，photoshop、vf也有一定的基础
5468,电路与系统,"熟悉安防产品，监控系统，有系统安装，调试，维护以及售后服务经验,能独立处理各种售后方面的问题. 熟悉电脑，能排除一般的电脑软硬件****公司办公设备，网络，电话维护工作，具有独立排除故障能力。熟悉网站更新，邮箱维护，信息发布等。"
5469,日语,通过日语国际水平考试二级；具有较好的日语视听说写能力；对日本的经济文化有一定的了解。
5470,【艺术学】,美术设计，绘画，书法，书画装裱
5471,酒店管理,****公司日常行政工作经验，对人事管理方面有一定的工作经验。2、具有一定的写作基础，能编写简单的培训教材、制定作业规程；3、具有一定的沟通协能力；4、有统计工作经验及懂简单的财务工作;5、熟练操作Word、Excel等电脑软件。
5472,人力资源管理,招聘、规划、人员配置等
5473,园林规划与设计,本人性格开朗，为人坦诚，对工作认真负责，注重团体合作精神，集体观念强，能谦虚谨慎，善于沟通，接受新鲜事物。有别墅，广场等商业街，房地产等景观绿化设计，熟悉制作效果图，熟悉南方园林植物，熟悉室内绿化设计租摆，工程概预算。 1、能运用园林相关理论及设计技能，具有园林植物与观赏园艺、园林建筑、风景园林规划与设计等方面的专业知识。 2、能较熟悉园林花卉，园林树木的基本特性，植物的配置原则。 3、有很好的计算机基础。精通AutoCAD、Photoshop，熟练3Dmax辅助设计软件。
5474,【物理学】,有良好的物理理论基础．对电子领域有浓厚的兴趣．善于思考，分析，策划．
5475,会计电算化,本人熟练电脑的一般操作、表格、文字、数据库管理、熟练操作EXCEL、WORD；
5476,经贸英语,"熟悉整个贸易流程，工厂运做程序,B/L，P/L，C/O等外贸单证操作,英语书写，口语流利，能熟练运用EMAIL及电话与客户沟通。精通OFFICE及PS软件操作，对ERP系统操作熟练；熟悉B2B平台：I.E.:ALIBABA,GLOBALSOURCES...;有参加香港展经验;"
5477,经贸英语,发音标准清晰，通过TEM-4， CET-6 的考试。具有一定的商务信函的阅读及写作能力，具有较丰富的的词汇量及严谨而准确的专业性文章翻译能力。
5478,英语,1.熟悉电脑基本操作、办公室文本处理，善用Word和Excel等2.有较强的沟通及协调能力，处事踏实周密；3.诚实负责，为人谦虚谨慎，待人彬彬有礼；4.人际关系良好，工作作风较细致；5.能冷静地处理问题，同时具有较好的社会责任感；6.具有一定的英语听说读写能力。具有坚实英语语言基础及旅游、经贸、文秘、外事等基本知识和技能的应用型高级人才。要求学生掌握扎实的英语语言知识，具有较强的听、说、读、写、译等能力，和一定的旅游、经贸、文秘、外事、教育等知识和技能，毕业后能胜任以上工作及相关工作
5479,电子材料与元器件,采购职业经理人销售技巧
5480,日语,"    日语,舞蹈,音乐,1、主に日本人の助手、及び、日本語の通訳。2、 二年間の五金会社で、営業員の仕事。"
5481,【公安学】,专业主修刑事法律，民事法律，行政法律及相关行政管理课程。持有C牌驾驶执照。
5482,公共行政管理,擅长写作，组织、策划和协调能力强。熟悉Windows各种版本的使用。熟悉办公自动化软件的使用，精通OFFICE办公软件和PHOTOSHOP图文编辑软件；熟悉coreldraw、Adobe Illustrator CS2等图像软件；熟悉计算机网络。
5483,国际经济与贸易,通过网络、展会、各类B2B资源及人际关系拓展国外市场；邮件、电话、TM、MSN咨询开发客户，洽谈有关产品报价、运输等事宜；处理：客诉，产品更改要求，产品质量等问题；制作与审核单证，确保收款安全。
5484,英语,擅长英语翻译，懂得外贸流程，计算机水平良好，懂得日语日常交际
5485,国际经济与贸易,"1.熟练使用WORD,EXCEL,PHOTOSHOP,金蝶ERP等办公软件；2.具有良好的英文邮件书写能力和一定的的口语表达能力；能独立与外商交流；3.熟悉国际贸易全套流程及相关操作；4.持有报关员资格证书；5.曾长期负债部门培训"
5486,会计电算化,具有会计从业资格证书；具有扎实的会计基础
5487,会计学,"   1.有多年的相关工作经验和管理知识,能独立处理全盘账,建账和整理旧账,提供财务报表和进行相关的数据分析.   2.熟练使用各种办公软件、财务软件（用友、金蝶），出口退税申报系统，会做海关账。"
5488,物理电子学,一、从事多年的收录机、CD、MP3、VCD/DVD.MP4.音响组合，数码相框，电脑周边产品，电子礼品的工作，熟悉电性指标的测试和工程问题的改良，BOM的编制，熟悉各国的安规：FCC、CE、(LVD/EMC)，熟悉各国的电压标准。二、能熟练运用ORCAD、PADS****软件设计线路板 。
5489,工业设计,销售跟对企业员工的培训
5490,设计艺术学,"能熟练使用平面设计软体：photoshop/AI,擅长于菲林制作、图片处理，有较强的文字功底。"
5491,电子信息科学与技术,"熟悉單片機,C語言,模電基础知识扎实,能熟練使用PROTEL ****SE,WORD,EXCEL等辦公軟件!"
5492,计算机网络与多媒体,"1、熟悉TCP/IP协议，能****公司内部进行IP地址规划。2、熟悉交换机和路由器的原理。能熟练的对交换机做VLAN 、TRUNK 、VTP 、ETHERCHANNEL 、STP 的配置， 熟悉三层交换的工作原理以及对三层交换机做相应的配置。3、熟悉WINDOWS,LINUX操作系统。4、熟悉电脑硬件知识，能够快速的组装电脑。5、对广域网的知识有一些基本的了解，如DSL技术。6、能熟练运用各种办公软件：如OFFICE办公软件。"
5493,美术学,展览展示、平面设计
5494,英语,擅长交际和跟别人沟通。
5495,英语,通过全国英语六级等级考试通过普通话考试（二甲）通过湖北省教育学、心理考试
5496,通信工程,"   主修：高等数学、通信原理、移动通信、通信系统、单片机、高频电子线路、信号系统、模拟电子技术、数字电子技术、电子测量技术、Protel电路设计、EDA、单片机 、C语言、操作系统、计算机应用基础、数据结构以及数据库原理与应用等   ⒈  熟练掌握Protel电路设计、EDA技术、单片机操作、焊接技术、光纤通信等。   ⒉ 精通办公自动化，熟练操作Windows，能独立操作并及时高效的完成日常办公文档的编辑工作,有三年以上使用电脑的经验。   ⒊ 参加制作收音机、****秒计时器。 社会工作经历   ⒈ ****年兼****公司CSS部市场调查员，在大家的共同努力下实际完成项目比预计提前两天，获得领导的好评。   ⒉ ****年暑假兼职统一企业冰冰红茶处销员。   3．****年-****年加入青年志愿者协会任国旗部副部长    4，****年-****年*****公司就业"
5497,电子信息科学与技术,本人在大学期间，对运动控制系统、电力电子、电机学、电力系统分析 、微机、单片机等课程进行了认真的学习，对专业知识掌握扎实。
5498,物流管理,具有较强的专业理论知识，基础扎实，实践能力强！
5499,电子信息工程学,"   1，对电脑比较熟悉。在使用中对一般电脑设置，BOIS设置，病毒防护，电脑维护，Word,Excel, PowerPoint等常用软件及设置比较熟悉。   2，对电路原理，数字电子技术，物理方面有着强烈的爱好。"
5500,计算机网络与多媒体,"     事业心上进心很强，掌握了很多的理论知识和实用技能，工作学习态度谦虚认真，能深切体会到团队精神的重要性，能有独特的设计思想和方法，有一丝不苟的工作态度，形成了一套很好的设计程序，具有很强的可塑性 职业技能和特长。 ------熟练掌握计算机维护知识，能正确判断故障所在，从而解除故障。------熟练掌握网络管理，正确配置DHCP,VPN,电话线路,cisco交换机。------正确使用各式软件，运用软件，安装系统，维护系统安全。"
5501,会计学,"个人特长：1．熟练掌握各种办公软件,金蝶财务软件, 熟练网上操作纳税申报各顶程序.银行相关业务办理。熟悉国家及地方财税法规及经济法规,能熟练处理制造业全盘账务          2．各类凭证进行审核和会计核算后编制记账凭证、编制总账及明细账；及时、准确编制月度或年度财务报表；各类税金的计算、汇总、申报和缴纳；增值税专用发票的开具及查收；会计资****公司帐务信息系统的维护及完善；其他相关财税工作。"
5502,公共行政管理,曾担任组织部长和班干部，负责学校和班级的各项组织活动，并在校社团任职，负责沟通和各项工作的分配、协调，且成功的完成社团的大型推广活动，积累了一定的团队协作经验。☆ 七喜电脑宣传推广  在该活动中，我扮演的角色是联络人和主持人。首先在前期的沟通联络中，我和团队一起找商家协商，之后找合适的人写活动策划，其中活动有精美宣传册的发放，电脑知识的讲座及免费维修或答疑的咨询台，同时我负责活动流程和人员的安排，并进行现场的指导和主持。☆ 华硕电脑营销推广  我跟随团队一起学习华硕电脑的企业文化，了解该电脑的特性和优点。在校园内设置品牌专卖的展台，向同学介绍华硕电脑并讲解电脑的相关知识。参加了华硕在湖南地区的准硕市生培训，并参与了其相关活动，如商场的推广活动。☆ 兴业银行信用卡推广  我是该活动的主要负责人之一，带领团队进行一系列的推广活动，有校内展台推广，有上门服务及推广，后因业绩不佳，决定进行紧急的调整，即与商家协商进行礼品赠送和情侣卡的套餐活动，最后顺利在一个月内完成了推广任务，成功销售****多张信用卡。☆ 雅芳品牌宣传活动  我与校内代理商一起策划该活动，先在校园内的网上发布活动信息，其中在贴吧，校园信息等地方，在优惠活动进行时，邀请有化妆经验或兴趣的同学进行现场试用和展示，同时推出限量低价和抢优惠券的刺激活动，调动学生的积极性和活动激情。
5503,会计电算化,良好
5504,会计学,1、有《(会*书》，能非常熟练地操作Windows操作系统及Word、Excel等Office办公软件；熟悉用友、金蝶等常用财务软件。4、时间观念强，工作主动积极，能较快地适应新的工作环境。5、具有团队精神。 
5505,国际经济与贸易,熟悉报关基本程序，对物流和外贸兴趣浓厚
5506,【管理学】,拥有三年的办公室行政管理及文秘经历办公室综合沟通协调能力佳能处理较深层次办公室工作及业务
5507,文秘,OFFICE办公软件，AUTOCAD
5508,【其他专业】,熟悉计算机系统操作和办公软件应用与水电安装。
5509,光学,光通信及光电半导体类兼有光纤通信及半导体器件的知识结构。熟悉光纤通信物理层器件工作原理，光电半导体器件尤其是有机光电半导体器件的工作原理。熟悉半导体材料及器件的多种制造手段。对实验数据分析具有丰富的经验。具有丰富的真空系统操作经验。可熟练操作：真空蒸镀设备，磁控溅射设备，手套箱，光谱仪，原子力显微镜，扫描电镜显微镜，可编程稳压稳流电源，寿命测试系统，等仪器。太阳能电池电源系统类  熟悉太阳能电池的物理原理，太阳能电池电源系统的组成及设计原理。  明确太阳能电池方阵、蓄电池组、控制器及逆变器在不同应用环境下的控制方式。物料流程类开发和维护全球商用台式电脑物料清单，熟悉产品物料变更过程，及时处理物料信息变更，协同研发部门开发产品，保证产品的上市时间和质量。熟悉产品开发和项目管理流程。参加过6sigma黄带培训
5510,电子信息工程学,1.主修课程：《(电*术》等2.电子信息工程是一门应用计算机等现代化技术进行电子信息控制和信息处理的学科，主要研究信息的获取与处理，电子设备与信息系统的设计、开发、应用和集成。现在，电子信息工程已经涵盖了社会的诸多方面，像电话交换局里怎么处理各种电话信号，手机是怎样传递我们的声音甚至图像的，我们周围的网络怎样传递数据，甚至信息化时代军队的信息传递中如何保密等都要涉及电子信息工程的应用技术。我们可以通过一些基础知识的学习认识这些东西，并能够应用更先进的技术进行新产品的研究和开发。
5511,计算机网络与多媒体,"熟悉vb、c#.NET  winform、vfp、ADO.Net编程, 熟练应用.NET集成开发环境(IDE) Visual studio ****进行Windows Form应用程序的开发，略懂PHP ，Java Script，熟悉SQLSERVER、Mysql数据库，具有良好的代码书写和单元测试习惯，以及实际开发、独立开发项目的经验。熟练运用windows Server ****域环境下的网络搭建，能熟练的运用DNS、DHCP、VPN、web、NAT、ftp、组策略来管理维护服务器的安全。具有良好的责任心、团队合作、学习能力、沟通能力。 "
5512,电机与电器,家用电器维修制冷空调，内线电工。A2司机
5513,物流管理,熟悉OFFICE办公软件，具备良好的综合素质;懂得一定的商务礼仪，普通话流利，表达清晰;学习能力强；工作积极主动做事细心、有耐心.具备较强的口头及书面沟通能力
5514,经济管理,财务会计、行政及人事管理、
5515,平面设计,掌握应用CorelDRAW、Photoshop、Illustrator、Office****/XP等软件。 
5516,计算机应用技术,计算机硬件软件安装，熟练操作办公软件与photoshop图像处理。
5517,工民建,  能熟练运用水准仪、经纬仪、全站仪等建筑仪器，熟练掌握AUTOCAD，办公软件、PKPM软件。能精确的将施工图纸上的内容交底给施工队，能协调好监理、甲方、建设单位的关系。 
5518,电子信息工程学,"熟悉多种PLC配线、能独立完成设备电气装配、调试、维修，会欧姆龙、三蓤、永宏等多种PLC编程,伺服马达、步进电机、触摸屏、文本显示器的应用。****．7获得《(家*工》证书能够看懂电路原理图,熟悉各种电子元器件，精通贴片、插件、IC 等焊接."
5519,工业自动化,能进行高效的办公室日常工作。本人工作认真、负责一丝不苟、且具有很强的责任心和进取心。　　
5520,经贸英语,商务英语专业。熟悉商务流程，商务谈判，国际贸易等相关内容。同时对报关流程也有一定的了解。取得了全国报关员资格证书。
5521,计算机应用技术,计算机
5522,机械制造及其自动化,能使用三维PRO-E，UG等软件。
5523,信息与计算科学,熟练C语言、C++程序设计、Delphi程序设计、对数据库、计算机网路和操作系统的管理和维护、
5524,市场营销,"能够熟练操作office软件如word, excel, powerpoint等，熟练使用绘图软件photoshop，简单使用CAD。熟悉苹果操作系统及熟练应用其相关的软件如quarkpress, illustrator, indesign..."
5525,英语,英语口语能力较强，听力也比较好，善于沟通；对于商务，外贸方面的知识比较了解，并感兴趣。对于组织管理比较有经验。
5526,企业管理,熟悉被动电子元器件，电子行业市场行情，较强的沟通能力和销售谈判技巧。较强的业务开拓能力和相关销售经验，有敏锐的市场洞察力，良好的沟通协调能力和抗压能力。
5527,会计电算化,1.能熟练的操作《(企*统》及免抵退税务申报2.能独立的完成一般规模纳税人（三资企业及三来一补企业）税务申报及增值税发票开列事项3.能熟练的完成企业进出口收付汇核销及企业融资事项4.熟练的运用ERP及用友财务软件进行帐务处理
5528,机械制造及其自动化,CAD PRO/E PHOTOSHOP
5529,机械制造及其自动化,國家數控技朮工藝員  中级职业资格认证1.对自動車床，C三菱系統，西門子系統操作熟練，以及對車床設備以及刀具、冶具有采採購經驗。   2.熟悉C的工作原理，具备C的操作经历，可以完成C的加工程序编制。3.熟悉五金機械加工工藝，熟悉物料採購成本核算，熟悉採購作業流程與供應商管理以及招投标管理.4.熟知机械加工行业的各种标准，能够阅读按照国际标准绘制的机械加工图纸。
5530,【电子科学与技术】,电器维修。生产管理体制
5531,机械制造及其自动化,"我是从企业最底层做到主管,学习了很多先进的管理课程和管理经验.对一个部门发展和管理非常清楚了解.知道怎样去培养新的员工和中坚技术力量与****公司核心技术****公司的生产,进度,品质,效率做到最****公司的成本降到****公司的赢利.     我对模具加工和各种加工母机都比较了解,并对模具零件加工流程能根据机器的性能合理的排配,也对现场先进生管流程非常了****公司的部门进行规划统筹.      如果我被贵司应聘上是我的福我会兢兢业业,****公司创造出更好的成绩.好了其它就不用多说,空谈误厂,实干兴邦.                              谢谢!"
5532,模具设计,（1）具备熟练运用Pro/E软件进行产品三维造型、模具设计及数控自动编程与加工的能力； （2）具备熟练操作数控车床、数控铣床、数控加工中心、电火花成型加工机床、电火花线切割机床等现代加工设备进行模具加工的能力； （3）具备运用MasterCAM等自动编程软件进行数控编程的能力； （4）具备运用AutoCAD软件进行产品二维绘图、三维造型、工程绘图的能力； （5）具备一般机械装置的设计能力； （6）具备一定的专业技术管理能力； （7）具备熟练运用Solidwork软件进行产品二维绘图、三维造型、模具设计及数控自动编程与加工的能力； （8）具备良好的语言表达能力，较强的人际沟通能力和团队协作精神。 
5533,【机械工程】,"****-****年在深圳龙华****公司镁合金事业处NB1制工部从事压铸Notebook系列产品外壳机构件的产品开发，在部门担当产品制程工程师；主要工作如下：1.接收到的客戶图面进行整理,并做出产品的各工段基本报价资料供产品市场部参与竞价及分析产品的制造工艺及治具。2. 参与模具开模检讨及开模进度掌控。 3. 产品BOM制作 4. 产品开发团队的组建及定期开发会议的主导。 5.产品开发计划及品质标准与客戶检讨；助各厂区解決制程问题及品质异常处理对策拟定。 6. 掌控开发进度及产品承认进度。 7. 新产品确认及E导入切换 8. 负责对新供应商进行审核，评定及导入。 9. 负责产品的量产可行性评估和改善。****．SOP的制作和发行。****-****年在图*****公司担任OE工程师一职，主要工作如下：   1．对冲压成型/电镀/阳极/组装、产品的质量管控有一定的工作经验，熟悉各工序的工艺流程以及检验标准，能独立制定各工序的培训资料及验货标准。   2．针对新产品的资讯与客户沟通，新产品开发和试投过程中的品质管理及评估。   3．进料、制程、出货及客户反映异常问题的原因分析，改善对策及协调与处理。   4．品质履历、品质标准的制定。   5．整个品质部门的统筹管理，组织培训全面提升。   6．熟悉ISO****:****质量管理体系和ISO****环境体系。   7．善于创新，敢于迎接挑战，敢于承担责任，富有工作激情，乐业敬业，强调团队合作精神，有信心和能力建立一个高效、协调、奋进的团队。"
5534,机械制造及其自动化,"熟练撑握办公自动化软件（Word 、Excel 、PowerPoint）、AutoCAD、Pro/E  并获得《(计*书》  熟悉Photoshop, Autowere"
5535,英语,I do well in writing English letters especially English business letters. My English pronunciation is very goodand my oral English is good as well. I'm good at translating Chinese version into English version.
5536,软件工程,"1、计算机专业，英语良好****公司网络管理工作经验；2、精通windows操作系统和应用的管理经验,精通TCP/IP，熟悉网管系统，熟悉网络安全，懂得简单的SQL,.NET语言；3、能独立分析和处理****公司网站的故障，较强的逻辑思维和解决问题能力； 4、善与人沟通，思路清晰，理解能力、分析能力强，工作态度认真、细致，责任心强。"
5537,设计艺术学,擅长漫画绘制及企业卡通形象设计，平面设计所获荣誉：
5538,会计电算化,◇熟练操作用友、金碟财务软件。◇熟练操作office办公软件和企业纳税申报系统。专业技能强，另有小车驾照。◇生产企业成本、费用核算，应收、应付帐款核算与管理。◇熟悉企业融资，合理调度使用资金。 
5539,电子信息工程学,熟悉单片机原理、外围电路设计及用C编程；熟练运用Keil、Protel ****se和altuim designer 7.0应用软件；掌握数字电路，模拟电路应用；
