RECRUIT_ID,MAJOR_RECRUIT,DETAIL
467,【电子科学与技术】,招聘岗位职责：1、 负责机箱结构、笔记本结构设计****公司相关产品项目的整个过程，含设计、样品、开模跟模、试产等3、 解决研发过程的技术、安规以及功能等问题岗位要求（教育、经验、技能等）1、 机械工程相关专业本科以上学历，机械设计、制造或相关专业毕业，经验丰富可放宽学历要求.2、 5年以上从事相关PC、数码类产品开发经验，有独立工作能力，对塑胶、五金、模具及各种材质表面处理较熟悉。3、 熟练使用Pro/e、Auto CAD等三维、二维软件。4、 有笔记本电脑设计经验者优先考虑。5、 工作责任心强，具有良好的人际交往和沟通能力，并有团队协作精神
468,电子信息科学与技术,"1、诚实善良，无不良嗜好。2、有良好的自我管理能力。3、熟悉Xilinx SoC,熟练使用VHDL的编写、仿真、调试。熟悉低频模拟电路。4、熟悉接口电路。熟悉PCB布线 （Altium ）。5、从事相关工作3年以上。诚信、善良、身体健康!"
469,英语,女，英语翻译4名，口语流利，专业4级以上，有同行经验优先考虑。待遇优厚！有意向者请来电约见。要要能吃苦耐劳型的。非诚误扰！
470,电子材料与元器件,"工作年限:要求有1年以上 具体要求: 1.大专以上文凭，有一年以上销售经验，2.有销售过昂宝、通嘉、AOS、MOSFET经验者优先。3.能吃苦耐劳,有良好的职业道德4.勇于挑战高薪工作地点：深圳福田无销售工作经验者请勿投简历"
471,英语,男女不限，英语本科以上学历，已过专业英语八级或者普通话二甲，口语好，音质甜美，善于模仿，有播音及主持经验者优先，望有识之士速来应聘。
472,经贸英语,性格要好，要求能吃苦耐劳，热爱自己的工作，有团结合作精神。有专业外贸英语知识和工作经验者优先。
473,【土木工程】,大专以上学历、工程类专业、初级以上职称，2年以上工作经验，有监理员证，有监理行业工作经验者优先。要求：1、请注明应聘职位；2、应聘人员必须具明薪酬要求及条件。
474,【计算机科学与技术】,"计算机应用或相关专业,会商务型网站制作和SEO实施(必须,不具备者免投),CET-4或以上，书面交流无障碍，踏实肯干,有****公司共成长,应届毕业生优先."
475,【计算机科学与技术】,必须有两年以上网站设计优化推广经验，不懂seo勿扰，熟练网站制作、网站推广， 底薪加绩效提成。
476,人力资源管理,"1.对现代企业人力资源管理模式有系统的了解和实践经验积****公司人事行政的基本框架及制定部门长期/短期工作目标，并组织落实。2.组织、协助、****公司的各项决议及规章制度;3.****公司行政、人事管理制度****公司人力资源规划和招聘任务;4****公司各项培训工作; 5****公司企业文化建设；6.较强的分析、解决问题能力，执行力强,思路清晰，考虑问题细致；具有很强的人际沟通、协调、组织能力以及高度的团队精神，责任心强。"
477,电气工程及其自动化,"工程类相关专业毕业,工业及民用大厦现场管理4年工作经验"
478,国际贸易学,"1.****岁以上;     2.大专以上学历;     3.国际贸易或外贸英语专业;     4.英语六级以上,口语流利,善于与外商沟通,熟悉外贸流程;     5.有电子行业国际贸易经验一年以上;     6.深户及带港澳通行证者优先;     7.工作地点：布吉坂田"
479,电子信息科学与技术,2年以上8BIT单片机（SONIX）开发经验，硬件精通，对消费类电子产品有较深的认识，熟产品安规。
480,【电气工程】,电子信息工程或机电一体化、电气电子类相关专业，一年或一年以上工作经验，语言表达流利、思路敏捷、专业技能强、愿意外出工作者优先。试用期：****--****元/月
481,市场营销,"大专以上学历,电子类或市场营销专业优先,二年以上同职工作经验,具备市场策划、开拓、渠道建设能力，具备良好的沟通和语言表达能力，能熟练操作计算机。"
482,【电子科学与技术】,"熟练使用办公软件,处理行政、人事事务，管理材料库房及采购进度和入库及出库，做好发出库及发货记录，为人诚恳，开朗，责任心强；"
483,机械电子工程,3名，性别不限，大专或以上学历，****-****岁，机电机械或航空专业 3年以上同等职位工作经验，能熟练操作办公软件及CAD PROE相关绘图软件，具有多年产品结构开发经验，对五金，塑胶，模具，吸印工序有一定了解，能独立进行结构设计，具有强烈的创新意识和开拓精神。
484,机械制造及其自动化,械类及相关专业大专以上学历，有三年物料、生产进程管理和控制工作经验，有较强的筹划、统计、监管能力，能根据实际编制合理地生产、物料计划，并及时有效地对生产、物料采购进度和成本进行全程分析、跟进、控制。
485,通风、制冷与低温技术,机电安装施工员（施工现场管理工程师）：多人，男，大专以上，从事建筑大中型商住楼宇、厂房、商场的消防、暖通、给排水、强弱电、机电设备安装工程，有组织实施施工现场的技术、安全、质量等工作两年以上本职经历，责任心强，有技术职称者优先。待遇从优。也可招收今年应届毕业生
486,经济学,1、爱岗敬业  具有较强的责任心   熟练实际用电脑            2、具有汽车驾照（B照）
487,【建筑学】,土建、装饰、安装（水电）、市政、园林绿化等相关专业大专以上学历，有造价员岗位证，相关职称证；熟悉各种建筑材料性能，及建筑施工方面经验施工，2年以上造价实际工作经验；责任心强、人品道德好，熟悉电脑，会斯维尔、广联达预算软件。具有良好的团队精神，善于沟通。
488,软件工程,"1，精通.NET/DELPHI/ C++等开发工具, 熟悉SQL.2，精通ASP/ASP.NET进行网站开发，3.概念清晰，创新意识强，能够不断的学习与探索新知识；4.良好的沟通能力、执行能力和团队协作意识；5.服务意识强，能够在压力下工作和自我激励；6.做事细致认真、诚实、守信。7有2年以上工作经验"
489,英语,本公司因业务发展需要，现需招聘语文、数学、英语教师各2名要求：师范类专业毕业，性格开朗、有上进心，诚实稳重，优秀应届毕业生也可考虑，女生均可待遇：包吃住，试用期1～3个月    ****元/月            试用期过后底薪****公司平均工资****以上另外：请大家不要相信虚假广告！据我6年的培训经验可以得知：除了邦德，其他培训班新人的工资没有****以上的！地址：*******
490,英语,"国际贸易或相关专业，大专以上学历，有团队合作精神，高度的服务意思！熟悉国际物流提单制作和办公软件操作，性格开朗、做事灵活、有责任心、细心谨慎,敬业。外语要四级，有工作经验者，熟悉粤语者优先！学习总结能力强，有良好的时间管理能力."
491,计算机科学与技术,1、接受过电子专业知识培训，工作经历2年以上。2、对工作要有细有、敬业精神。3、具有良好的协调沟通能力。
492,电子信息科学与技术,"    招收有志于从事8BIT单片机应用开发的应届毕业生和社会在职人员,须有良好的理论基础和学习热情,并想在单片机领域发展的均可报名参加.报名条件:    1、大专以上学历，电子信息类专业均可。     2、应届毕业生和社会工作者均可。     3、立志在单片机行业发展的。收费情况：电话咨询     1、3个月初级班。     2、5个月中级班。     3、8个月高级班。理论和实践相结合，主要以实践为主。   "
493,包装设计,熟练操作各种绘图设计软件，对手袋及礼品袋有一定的设计工作经验！
494,机械电子工程,"高中以上文化，8年以上工作经验，从事过手提电脑电池,手机电池类塑胶模具经验的优先。"
495,【电子科学与技术】,"三年以上电子产品设计和电路匹配调试的实际工作经验，懂电子线路PCB板设计、制作与修改,能够独立完成原理图，熟练使用protel, power PCB 等软件,熟悉车载MP3、数码产品相关工程人员,有良好的沟通能力、有较强的团队合作能力和敬业精神"
496,高电压与绝缘技术,1、机电专业及职高学历，并且有三年以上相关工作经验；2、对发电机组及配电房设备的维护保养、常规故障的应急处理精通，并且熟悉制冷设备的维修保养，具备对线路故障的判断能力；3、持有效的电工电网作业许可证（低压）。
497,【其他专业】,1年以上生产计划及物料控制经验（领料、发料）工作认真负责．数字观念强．做人做事要有原则．有ＬＥＤ显示屏工作经验优先考虑．
498,计算机系统结构,电脑主板维修经验至少3年以上；敬业、能承受高强度的工作压力；懂嵌入式主板维修及开发调试者优先！此职位高薪急聘诚聘！没有主板维修经验者勿扰！
499,经贸英语,招EBAY销售人员，请熟悉此平台操作的熟手与我联系。
500,会计学,1、大学专科以上，会计专业，初级职称（含）以上，具备良好的职业道德；2、熟练增值税发票，了解一般纳税人全盘账务，能独立完成建账、做账、记账、编制财务报表；熟悉常见税收法规并向税务机关申报税表等；3、及时准确核算收入、支出和成本，客观****公司财务状况及经营成果；4、****公司财务计划、预算制度的实施情况****公司各部门日常经营、费用情况，对异常情况及时汇报。
501,电子材料与元器件,"有二年以上电源制造行业物料管理/跟单工作经验，细心,数字观念、沟通能力强，有责任心，电脑办公软件操作熟练. 性格外向,较強的商务谈判能力,抗压力,吃苦精神,工作细心。"
502,机械设计及理论,机械设计及相关专业大专以上学历，有二年机械行业作业流程、工艺编制工作经验，对机械设备制造、加工流程熟悉，能承受工作压力和耐劳，有较强的文字表达能力，沟通、协作能力好。
503,【计算机科学与技术】,教育水平：全日制大学本科毕业，英语四级或以上。计算机软件及相关专业毕业。工作年限：三年以上。工作经验：1）熟悉VC++的底层应用，熟悉PC实时系统的设计方法及应用，熟悉软件及硬件接口及驱动的设计方法及设计经验，熟悉软件项目的规划及工作分配，熟悉Windows企业数据库应用。熟悉WinCE。2）熟悉WindowsCE 的设备的软件设计方法，熟悉嵌入式领域的ASP及WEB数据库应用。基本素质：有良好的职业道德和社会责任感，遵纪守法。性情温和、乐观、忠诚、有责任心。身体健康。无不良嗜好。
504,英语,"国际贸易或文秘等相关专业，大专以上学历，性格开朗、做事灵活、有责任心、细心谨慎,敬业。了解国际货运代理(海陆空运),有工作经验一年以上，有很好的服务意思，时间观念！良好的沟通协调能力，有开发海外及代理经验，熟悉粤语者优先！薪资待遇：试用期： （面议）  ****左右转正后是底薪**** + ****%以上提成+月团队考核奖+月冲刺奖+月优秀奖（现金奖励），任务： ****RMB .（ 期望我们给你的不是****，****，而是****工资） 我们的晋升机会为： 单月完成**** RMB 利润，或者连续两个月完成****者，可以带团队，底薪上调RMB ****，升为,业务主管。工作时间: 5天,每年有一次旅游！根据利润有RMB****， ****，****，**** 四个档次标准。你们主要的是用电子商务, 开发海外代理及国外客户,和用ALIBABA trademanager 与客户进行实施沟通,负责阿里巴巴部分子账号管理，上传更新产品，回复询盘，拓展海外客户FOB货.开发世界各国直接客户。有意再从事国际货运代理业发****公司一道发展！！外语好的话，我们可以做国外客户的采购代理及****公司上班期间****小时有中央空调。方便工作，****公司的"
505,机械制造及其自动化,高中或中专以上学历，会看机械图纸，能独立操作车床，会车床的基本维修保养，有二年以上车床加工经验。能吃苦耐劳，服从安排。
506,机电一体化,1.年龄****-****岁，高中/中专或以上学历，机电一体化或机械专业，2年以上同等职位工作经验；  2.婚否不限，身体无残疾，五官端正；  3.能操作办公软件，看懂工程图或线路图；  4.多年电子厂技术员工作经验，能调试工装夹具，正确指导员工作业；  5.有较强的工作责任心及沟通协调能力。
507,机械设计及理论,机械设计及相关专业大专以上学历，有二年机械行业作业流程、工艺编制工作经验，对机械设备制造、加工流程熟悉，能承受工作压力和耐劳，有较强的文字表达能力，沟通、协作能力好。
508,审计学,一年以上会计师事务所工作经验、全日制正规院校毕业生，注册会计师专业，具备良好的书面、口头表达能力与团队合作精神，工作踏实认真，愿意在事务所发展，熟练操作财务软件和word/excel办公软件。
509,包装设计,"平面设计人员：1.熟练运用Photoshop, CorelDraw, Illustrator等绘图软件。2.熟悉包装设计制图，产品拍照，产品目录制作等。3.相关专业毕业，有包装设计经验者优先。4.欢迎相关专业的应届毕业生。"
510,电子材料与元器件,"大专以上文凭，有一定的电子行业工作经验，能吃苦耐劳,有LED电子显示屏销售经验者优先."
511,国际经济与贸易,外贸业务员：性别：女    年龄：****岁-****岁  学历：大专以上    工作性质：全职   职位要求：   1、对工作充满热情，具有良好的工作态度。   2、能吃苦耐劳，具有创新能力   3、英语良好，书面表达顺畅，口语流利能与国外客户面对面交流，有较强的沟通和业务能力   4、熟悉B2B网络平台   5、欢迎广大应届生投递简历        ****公司职位感兴趣并符合以上条件，欢迎投递简历****公司待遇从优，薪资结构，底薪+提成+社保+年终奖    联系地址：*******
512,会计学,具有国家税收方面的初步知识，会说普通话，语言表达流利，熟悉办公软件的操作。本人性格稳重，工作踏实认真。
513,市场营销,1、爱岗敬业务实，熟练使用电脑          2、具有汽车驾照（B 照）
514,光信息科学与技术,"1、企业管理、机械、机电等相关专业大学专科以上学历,有ＬＥＤ行业经验更佳； 2、五年以上企业管理工作经验，一年以上同职工作经验； 3、具有现代企业领导能力，良好的判断与决策能力，计划和执行能力；并具有开拓创新精神; 4、具有较强的组织、协调、沟通能力以及敏锐的洞察力； 5、具有较高的综合素质及较强的学习能力，知识面宽，知识结构较全面，具有丰富的生产、品质及综合管理等经验； 6、善于领导团队，激发下属，具有良好的团队协作精神，事业心强； 7、为人诚实可靠、品行端正、具有亲和力和号召力。"
515,【电气工程】,1、电力或电气工程相关专业毕业，2年以上工作经验；2、有****KV以上等级设计或施工或监理工作经验，有中高压经验的优先；3、大专以上学历，有初级以上职称优先；；4、请注明要求待遇。
516,计算机科学与技术,男女不限，形象气质佳，有一年以上业务经验，熟悉电子产品者优先
517,【电子科学与技术】,在小家电等消费类电子产品行业从事硬件开发工作4年以上，熟悉安规和EMC，并对单片机开发有一定的经验，兢业和具团队精神，有意者来电和上门面试
518,英语,本中心立足深圳六年，所在片区小学初中林立，六年来生源稳定！现因发展需要，招聘英语及语文教师各2名。   要求：女，师范类专业毕业，有教学经验，口语好，喜欢教师行业，喜欢和小孩子打交道，并且愿意在深圳长期工作者！   待遇：试用期一个月，试用期过后底薪加提成，****元以上/月，包食宿。   工作地点：**   联系电话：******  ******  葛老师   乘车路线：****、****、****、****、****、****、1路直接到田贝四路下即可，下车后电话联系。    特别提醒广大求职者，要交押金和服装费之类的，纯属骗人，切勿上当受骗！
519,计算机应用技术,"招聘:软件工程师对Borland C＋＋,Delph的开发环境,开发过程很熟悉对Asp.net(c#语言)C#, MySQL的开发非常熟悉工作积极主动，有团队合作精神二、软件工程师任职要求: 1.大专以上学历,有2年以上的实际开发工作经验;工科/理科类专业不限;至少负责过两个中型项目的管理工作;2.具备丰富的软件工程知识,熟悉项目管理理论,有良好的需求分析、项目规划、进度控制等项目管理能力;3.熟悉软件工程思想,工作符合软件工程的规范要求,良好逻辑分析能力,具有编写技术文档的意识和能力;4.熟悉一般商业运作流程,能够准确理解电子商务的营销策划方案和数据库系统和网站建设需求,并及时快速地提供技术实现;5.发现、获取适合自己能力的任务,主动承担任务;对工作任务和工作进度的完成具有很强的责任感;按时填写工作报告,向上级反映工作中遇到的问题,提出解决建议;6.具有良好的沟通能力和团队合作精神、能够与业务部门进行很好的沟通并准确了解需求；配合项目负责人完成项目任务；7.具备较强的自主学习能力，能够在短时间内掌握新技术。8.熟悉网络安全，常见攻防方法者优先； 有过大中型.net网站开发经验者优先；具有数据库搜索系统开发经验者优先。技术要求:1.具有.NET企业框架下多层结构及分布式系统开发经验;2.熟悉Spring+Hibernate架构.熟悉.NET Framework;DHTML、Javascript/AJAX、CSS、Velocity、Linux、MySQL、HTML/XML等相关WEB技术,熟悉Tomcat、Resin中至少一种J2EE服务器,熟悉Linux开发环境,具有C#、ASP.NET、XML、Web Service在WEB开发中的经验,熟练掌握SQL Server ****/****.精通.Net Framework,具有3年C/S、B/S模式的开发经验,熟练掌握XML、C#、 ASP.Net、Web Service等开发技术,具有需求分析,软件设计能力."
520,机械制造及其自动化,1、若干名，身体健康，机械及相关专业中专以上学历；2、有机械设备装配、维修工作三年以上经验，熟悉机械图纸，懂机械、电器基本原理，能吃苦耐劳，工作细心主动，有印刷、纸品加工机械设备维修经验者优****公司包食宿，一经录用，待遇从优。
521,【其他专业】,有行政人事管理工作经验3年以上，善沟通。熟练操作考勤系统，年前录用年后上班。
522,给水排水工程,承聘水电工程师二名，要求：大专以上学历，机电一体化/给排水专业毕业，熟悉CAD制图，一般厂房机电/给排水安装及设计，二年以上工作经验，能做机电安装工程验收资料者优先录用。新应聘着****公司任用。薪金、综合待遇优。
523,财务管理,此招聘信息由系统根据单位搜索条件自动生成！
524,【土木工程】,大专以上学历，路桥相关专业，多年市政道路丰富设计经验，有5年以上设计院工作经验。
525,工程管理,"土民建专业,从事建筑行业多年."
526,金融学（含保险学）,"具体要求:1、 具有良好的心理素质及良好的沟通能力；2、 具有人力资源、金融,管理、保险、销售、医学、法律等行业工作经验者及已婚已育者优先。福利待遇：1、团体意外保险和住院医疗保险；2、绩优人员享有基本养老补贴；3、享有人寿、养老险、健康财产险及营销系列培训等专业培训；4、保险事业是一分充满爱心助人的事业，发展空间广阔，凭借自己努力收入无上限。"
527,【机械工程】,大专以上学历，具备3年以上机械组装或维修经验，动手能力强，机械相关专业毕业，能吃苦耐劳，熟练使用机械办公软件CAD及SOLIDWORKS，有一定的机械设计经验者佳。                             试用期：****-****元/月
528,【工商管理】,学    历大学本科及以上，财务会计类或金融管理类专业。经    验具有会计资格，三年以上会计管理经验。知    识通晓财务管理、法律、行政管理及营销管理知识，了解领域其他专业知识。能    力具有较强计划与执行能力、分析、判断能力，组织协调能力，社会交往能力，语言文字表达能力，熟练使用各种办公室软件和财务软件。年    龄****-****岁素质要求 性格稳重、沉着、冷静、不多言。工作细心、诚实可靠、为人正直、坚持原则、办事公道、能保守秘密，有较强的责任心。
529,制药工程,性别不限，3-5年以上相同工作经验，大专以上相关学历，具有中级以上职称优先。
530,机械电子工程,要求：专业要求：机电一体化，机械制造等相关专业，一年以上工作经验；能熟练使用CAD，PROE等绘图软件，懂平面设计会使用CDR优先，优秀毕业生也可。
531,经济法学,"熟悉经济合同法,劳动法,诉讼法等,有五年以上的工作经验.良好的沟通能力和敬业精神,能在压力下展开工作应聘提交资料者请注明薪资待遇."
532,模具现代制造技术,1、模具制造技术相关工作经验2年以上，2、工作认真，有敬业精神，有上进心，吃苦耐劳
533,市场营销,大专以上学历，身体健康；熟悉电子数码市场、大型购物广场业态营运管理，至少5年以上大中型卖场营运管理、品牌拓展、招商等经验；具有良好的组织控制、领导能力及沟通协调能力，良好的培训能力，良好的团队建设能力、执行力和创新能力，较强的数据分析能力，能对商业城的经营活动进行有效的指导；具有敏锐的市场触觉及零售监控分析能力；良好的适应性和承受工作压力的能力。
534,【电子科学与技术】,"1、同类产品有一年以上工作经验，具有较强的客户开发能力；2、具有良好的沟通和表达能力，能独立开展业务；3、综合素质好,电脑办公软件操作熟练,4、熟悉网络销售及业务流程,熟悉电子商务操作运行；5、有芯片封装工作经验者可优先录取；6、兼职也可。"
535,电子信息科学与技术,要求（急招）：1、性别不限制，能熟练焊接各种封装电子器件2、熟悉各种调试工具的使用3、对电路故障问题能独立分析，找出解决方法4、学习能力强，虚心上****公司的发展需要5、待人热情，性格开朗活跃待遇：工资：面议，工厂有宿舍，可提供食、宿
536,电子材料与元器件,1、业务工作经验1年以上；2、有电子商务、电话营销，上门拜访工作经验优先；   （必须符合此三项当中任意一项）3、性格外向，做事果断。
537,经贸英语,本公司招聘业务跟单员，有外贸工作经验最佳，要求五官端正，身体健康，性格好能吃苦耐劳，要求外语口语好，能流利的和客户交流最佳。合则约见。
538,电子材料与元器件,"要求:****-****岁,中专以上学历，形象气质佳、优雅大方、声音甜美，有娴熟的沟通能力，能说流利的普通话及白话,有团队精神，能吃苦耐劳,能接受出差到广东范围内,有组织能力以及良好的职业道德修养,有1年以上的相关工作经验，熟悉充电器、开关电源销售者优先。"
539,计算机应用技术,1 机电一体化或电子应用专员 2 三年以上品质工程经验 3 能熟练运用品质管理手法； 熟悉产品的整个生产过程品质控制流程，并能制作相关的品质标准文件。
540,人力资源管理,职业发展经理- 大专以上学历，2——3年以上工作经验；- 沟通能力强，有工作热情；- 与深圳本地高科技企业有广泛联系者优先；- 有高校工作背景或企业人力资源工作背景者优先；工作职责：- 开拓保持与高科技企业的HR或技术部门的关系；- 推荐优秀的软件工程师实训师进入企业工作；
541,会计电算化,要求：   1.持有会计从业资格证。   2.打字****/分以上，熟练运用EXECL，WORD及其他办公设备。   3.有物流业工作经验优先。
542,飞行器设计,1、要求性别男，具有5年以上结构开发工作经验，并且有多年从事牙箱结构开发。2、做事认真，老实，团队意识强。
543,机械制造及其自动化,"岗位要求1、工作主要負責Array & CF Macro,Marco Review,CF Mura + THK,RSM,CHM的程式查修，以及後續电控售服.；2、与销售工程师配合，为客户提供技术解决方案；3、提供相关技术培训；4、能够适应现场调试工作。任职资格1、机械制造及其自动化、机电一体化或相关专业高中以上学历。2、具有1年以上自动化、机械运动设备的调试、服务设计经验。3、具有良好的机械、电工学知识基础，能独立进行产品的技术调试、工程设计和部分工程方案的配置。4、熟练操作办公软件，熟练应用C++、VB、Protel、AutoCAD等应用软件。5、熟练使用Q****HCPU及Proface HMI，"
544,【化学】,具备扎实的基础理论和基本操作技能，能处理化学分析中常出现的问题，具有较强的学习能力和接受新鲜事物的能力，具备较强的逻辑思维和分析判断能力，能独立承担大型仪器的操作、分析、维护、管理工作，能初步判断仪器出现故障的原因，熟练操作电脑，熟悉常见电脑故障的处理，具备较强的文献检索能力，符合深圳市职员聘用的基本条件，具有相关工作经验优先，试用期3个月（****元/月），合格后参加市人事局职员入编考试。
545,电子信息工程学,要求：1、电子技校毕业，在修理岗位1~2年以上；2、能够掌握一般BGA的拆卸，安装技能；3、有LCD屏维修经验者优先；4、能够独立分析电子原理图；5、对电子产品工艺有一定的了解；
546,【管理学】,会ＥＸＣＥＬ、ＷＯＲＤ办公软件，工作认真负债，有上进心，听从领导安排
547,电子材料与元器件,"热爱本职工作,有责任心,勤快,能吃苦,懂得采购业务的流程,善于表达具有很好的沟通能力,做过手机及数码产品者优先考虑."
548,测试计量技术及仪器,此招聘信息由系统根据单位搜索条件自动生成！
549,【经济学】,"男女不限,形象佳,为人诚实,具备基本的计划.领导.组织.监督.协调.控制能力,善于与合作单位沟通和协调的能力,具备优秀的文字表达能力,有3年以上房地产销售后续相关从业经验优先.非深户籍人员需要担保."
550,【经济学】,"财务会计专业中专学历；本科请不要投递;工作经验不限；勤学习，肯吃苦；由注册会计师指导做账,及工商、税务等事务;工资待遇,前6个月****元,后6个月****元,不提供食宿;3个月内教会做账，但工作时间1年以上，短期内学习请勿投递。有会计证优先。"
551,信息管理与信息系统,有过超市信息工作经验有先。
552,计算机科学与技术,女性，年龄****至****岁，高中以上文化，身体健康，熟悉生产规程以及质量标准，2年生产文员职务工作经验，熟练使用各种办公软件，具有较强的学习、理解、沟通和协调能力，工作有较强的计划性，工作态度认真，能在较大的压力下保持良好的工作状态，作风踏实严谨，会CAD绘图优先。
553,【电子科学与技术】,1、须具备较强的心理素质，有销售经验。协调能力强，善与人沟通，做事精心。 2、有敬业精神和团队协作精神。3、熟悉SMT/自动化设备及配件，有1-2年工厂销售经验(必须），有固定客户资的优先。4、工作地点：深圳；一****公司将提供优厚的福利待遇。
554,通风、制冷与低温技术,1、招聘1名，男女不限，年龄在****—****岁，大专以上学历；2、三年以上净化工程设计工作经验；熟练操作设计、工程预算、以及CAD绘图等相关专业软件，3、工作认真负责，具有项目施工管理及项目沟通能力，思路清晰，语言表达能力强。，有相关洁净室、无菌室、实验室、手术室等净化装修工程设计经验者优先。
555,土木工程,建筑学相关专业，建筑方案与项目管理能力强。
556,电子商务,"    对电子商务工作非常感兴趣,并有志于在此领域发展,电子商务和计算机专业均可,计算机运用熟练,会做网站及对网站进行维护,对网络推广应用商务平台熟悉****公司经营IC(集成电路)的开发和贸易****公司,有发展空间和学习机会,衷心希望有识之士加盟."
557,电子信息科学与技术,电子工程师：1、大专以上学历，一年以上LED行业类工作经验。2、较强的团队精神，合作意识强，善于沟通。3、电子专业优秀应届毕业生也可。
558,【机械工程】,高中或中专以上学历，具有机械加工专业知识和机械加工现场管理经验，对车、铣、磨床等加工设备有深入的了解，对加工人员作业组织、劳动定额、成本核算有丰富的经验，管理能力和质量意识强。
559,办公自动化,有相关人力资源管理经验
560,高等教育学,1、有2年以上注塑工作经验，****-****岁。2、懂注塑机调机、维护和工艺制作。3、工作认真，仔细，协调能力强。
561,国际经济与贸易,"Requirements:degree holder good communication skills in English ,at least 2-3 years of experience in manufacturing export and shipping fields. Work conditions:8 hours per day; 5-1/2 work day per week;Public Holidays;5-**** days paid holidays in the Chinese New Years. Benefits:pension;free meal and sudsidized accomodation;discretionary bonus based on performance."
562,【电气工程】,1、年龄****岁以上，电气、暖通、给排水工程相关专业大专以上学历；2、有2年以上专业工作经验；3、初级以上职称；有意者请将简历和个人要求待遇发至邮箱，合则约见。
563,中医医史文献,要求：大专以上，男妇不限，有医生执业资格证者及实际相关工作经验者优先。
564,高等教育学,1、有2年以上波峰焊工作经验。2、懂波峰焊设备调试及维护工艺文件。3、会使用贴片（三星）优先。4、工作细心，协调能力强。
565,工民建,具有施工管理经验，有机动车驾驶证
566,【环境科学】,三年以上工作经验，环境工程、环境管理或相近专业。
567,经济法学,"熟悉经济合同法,劳动法,诉讼法等,有五年以上的工作经验.良好的沟通能力和敬业精神,能在压力下展开工作应聘提交资料者请注明薪资待遇."
568,会计电算化,"要求具有独立处理全盘账务,操作能力强,有丰富的账务处理经验,此****公司上班。"
569,经贸英语,"1)有丰富的外贸经验,做过类似的产品业务.对产品非常的熟悉!2)外语流利,能跟客人流利对话!3)有一定的管理才能,可以掌控整个产品组的工作进展!4)吃苦耐劳,能适应工作的需求,有应变处理能力.5)谈吐大方得体,能认真执行经理分配的任务!6)大专以上文化程度.****公司在深圳关外布吉南岭村,无意在关外工作者请勿投简历!"
570,电子信息科学与技术,"2名，男性；高中/中专或以上学历；****-****岁；机电一体化或机械专业，2年以上同等职位工作经验；  1.婚否不限；  2.身体无残疾，五官端正；  3.能操作办公软件,看懂工程图纸；  4.具有多年的五金数控车床生产加工经验,会晋昌数控车的优先  5.有较强的沟通协调能力及语言﹑文字表达能力.懂缙昌机型JSL-****、JSL-****A、友佳FTC-****，洽群CB-****M机型的调试维护、编辑产品程序及工艺文件制作生产工装夹治具的制作."
571,光信息科学与技术,1名；性别不限；****-****岁，本科或以上学历，电子或通信专业；3年以上同等职位工作经验；   1.已婚，有子女优先；   2.身体无残疾，五官端正；   3.能熟练操作办公软件，及能熟练使用PROTEL和PADS的PCB绘图软件；   4.具有多年的2.4G通信、几十兆的高频设计开发经验，熟练测试测量技术.熟练各种电子测量仪器.设计规范.对EMI、EMC等各种UL和FCC产品设计熟悉，具有强烈的创新意识和开拓精神；   5.有较强的沟通协调能力及语言﹑文字表达能力.
572,电路与系统,1.  电子本科毕业，懂电路图，具二次开发者首选。2.  熟悉电源电路能独力完成电路设计3.  熟悉PCB怖线及洗板打样工作4.  熟悉CCD摄像头应用及测试工作。5.  可面对客户做产品操作说明。6   能日益求新学习了解新产品的技术方面知识。7.  能分析市场上对手产品的优缺点。8.  懂网络方面技术9.****公司出差及技术支援。********公司的管理及完成领导所交办事项。****. 有良好的团队意识。
573,美术学,1、精通中国传统吉祥图案、佛像设计；2、有美术功底；3、美术专业应届毕业生也可以考虑；4、待遇从优，有意者直接电话联系。
574,办公自动化,"两年以上人事工作经验,熟悉人力资源管理,熟悉劳动合同法,社保的办理流程,有较强的文字功底,能制定各项人事规章制度，熟悉人事管ISO****文控,员工相关考核工作,员工工资核算,熟悉电脑各种办公软件."
575,电子信息科学与技术,性别不限，要求大专以上学历，电子专业，年龄****-****周岁，5年以上高频机开发经验，对新产品开发及旧产品维护具有较强烈的解决分析能力、编程能力、测试能力。
576,通风、制冷与低温技术,暖通相关专业本科以上学历，熟悉本专业设计、施工、验收规范，熟练使用定额软件；2、具有相关设计、预算、施工管理2年以上工作经验；3、良好的沟通协调能力，肯吃苦，有耐心、责任心
577,电子材料与元器件,"1.熟悉塑胶,五金,电子等产品,品质管控，有部门管理经验。2.3年以上相关工作经验。3.对出现的问题能做出解决方案,4.懂ISO.工作认真负责,吃苦耐劳."
578,会计学,1、女性，大专以上学历，两年以上工作经验；2、具有会计从业资格证书、助理会计师职称，能独立处理全盘帐目，熟悉一般纳税人办税流程；3、已婚育有小孩，住在龙岗五联附近。
